PJB ID,Document Body
1093,"<p>BENNETT COLLEGE<br/>Greensboro, North Carolina</p><p>DIRECTOR OF RELIGIOUS ACTIVITIES</p><p>June 16, 1967</p><p>Representative Julian Bond<br/>c/o Dr. Horace Mann Bond Esq.<br/>Atlanta University<br/>Atlanta, Georgia</p><p>Dear Brother Bond:</p><p>I am not really sure if you will remember me. But do take a look at the name again. I am now stationed here by grace as an instructor and director of Religious Activities. This includes arranging for speakers for our chapel assembly.</p><p>I am wondering if it will be possible for you to visit here during the coming academic year. We can work on the date and time later to suit your schedule.</p><p>I do hope you will find time to visit our young ladies here at Bennett College.</p><p>Thank you.</p><p>Sincerely yours,<br/>[Handwritten signature of Peter E. A. Addo]<br/>Rev. P. E. A. Addo</p><p>PEAA/vbb</p>                       <p>Dear Sir:</p><p>I would be glad to speak at Bennet during the coming academic year.</p><p>Could I ask that you write me again when the school year begins. I assure you that my schedule is loose enough to find the time.</p><p>Sincerely,<br/></p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Sarah Ahmad</p>"
1095,"<p>[top left hand cornet]<br/>JOHN H. WHEELER, PRESIDENT<br/>JOSEPHINE WILKINS, VICE-PRESIDENT<br/>RUFUS E. CLEMENT, VICE-PRESIDENT<br/>PAUL R. CHRISTOPHER, VICE-PRESIDENT<br/>THOMAS W. YOUNG, VICE-PRESIDENT<br/>RAYMOND M. WHEELER, CHAIRMAN, EXECUTIVE COMMITTEE<br/>JOSEPH HAAS, COUNSEL<br/>PAUL ANTHONY, EXECUTIVE DIRECTOR<br/>[in letterhead is the lower states of North America in the color aqua]<br/><span class=""depth3"" title=""Southern Regional Council, Inc."">Southern Regional Council, Inc.</span><br/><span class=""depth3"" title=""5 FORSYTH STREET, N. W.   ATLANTA, GEORGIA  30303"">5 FORSYTH STREET, N. W.   ATLANTA, GEORGIA  30303</span><br/><span class=""depth3"" title=""522-8764"">522-8764</span><br/><span class=""depth3"" title=""A Council to attain the ideals and practices of equal opportunity for all peoples in the South"">A Council to attain the ideals and practices of equal opportunity for all peoples in the South</span></p><p>June 14, 1967</p><p>Dear Julian:</p><p>The complete Georgia list is in here, and just in case you might need the information, or really get ambitious, so are the lists for all the other southern states.</p><p>Let me know how this progresses.</p><p>Your truly,</p><p>[signed] Pat Watters</p><p>Pat Watters</p><p>PW:js<br/>Encl. - 1.</p><p>Mr. Julian Bond<br/>361 Lee Street, S. W.<br/>Atlanta, Georgia  30310</p>                       <p>Dear PaT:</p><p>Thanks for the list. Two <strike>new</strike> <sup>I've already added the</sup> names <sub>of the new</sub> <strike>in Florida</strike> Jacksonville<strike>y</strike>, <sup>Florida</sup> city council members.</p><p>This thing may get going yet. Who knows <sup>though</sup> today Georgia, tomorrow the world.</p><p>Thanks to FromThePage transcription contributors: esh999 Princess1 Sarah Ahmad</p>"
PJB 1018,"<p>April 28, 1967</p><p>6213 Valley Road<br/>Bethesday, Maryland 20034</p><p>Rep. Julian Bond<br/>House of Representatives<br/>Georgia Stage Legislature<br/>Atlanta, Georgia</p><p>Dear Julian:</p><p>I am enclosing a copy of a letter I'm sending to the ""Post"" regarding the story on you in the May 6 issue. Since I never got anything published except slanted sport stories and space using poems in the GS News or Ernestine Robinson edited phrases in the yearbook, I doubt if this will make in into the ""Letters"" section of the magazine, but I wanted you to know I had written it nevertheless.</p><p>Jinny (Coates) and I ahve spoken of you frequently. I can remember when the ""Post"" did the SNCC articlae and had a picture of you with a small paragraph mentioning you in it, I wrote the editors asking how I could write to you.  They answered, but I never got the letter written.</p><p>I talked with Mrs Coates last night - - had called to see if Jinny was going to our tenth reunion (doesn't seem  possible we've gotten so old)! I also told her to buy the magazine to read the article, as i'm sure you know they were always very fond of you. Mrs. Coates mentioned that they were disappointed in you, more for your affiliation with SNCC and Carmichael than for any statements attributed to you, but we felt you were a victim if circumstances and the damn news media that  blow things out of proportion on matters of prejudice and civil rights. From Mr. Frady's description of you, you haven't changed a bit - - - maybe more responsible, but I think we all tend to become that once outside the sheltering walls of an institution that pretty well made our decisions for us.<br/></p>                       <p>-2-<br/>There are some very strange people in this world, and no matter how you disagree or argue with them, you can't even get them to admit that they see the other side. For example, this woman in our office (for whom I don't have much admiration, she's terribly ignorantp--she hasn't had any benefits of good education which makesme snotty, I suppose, Because I know I have had a good education) --anyway, we were discussing the open housing issue one day. She <strike>as</strike> said she didn't believe that anyone should be able to tell her to whom she could and could not sell her house, ad then turned around in the same breath and said she thought her neighbors should not be allowed o sell to Negroes because t would hurt the value of her property. How in hell to do argue with someone as prejudiced and ignorant as that? I <strike>din't</strike> didn't bother--simply didn't <strike>g</strike> feel it was worthwhile. She also says that if she ever caught one of her kids so much as speaking to a Negro as a friend - she'd beat the living hell out of the child. She speaks of her children as though they are her property, to be handled as she would handle a house,. It's very disheartening to me, and I can imagine vaguely how absolutely frustrating it must be to you and your fellow Negroes who want nothing more than a truly equal opportunity and a place in this country or this world as a human being with all the priveleges and rights accorded homo sapiens because of the way God made them.</p><p>I could go on and on with things that bother me, examples like the preceding but you don't need examples. I'm not the marching picketing type at all, Julian, but you must remember me as someone who doesn't give with alot of baloney you all the way, I'm extremely proud to have know you--just like I'm proud to have known Jinny Coates (to this day, I firmly believe she is the closest thing to a perfect human being being in relation to other human beings)--and for all the good it may do you, I want you to know this.</p><p>If you have any spare moments to drop me a line, I would like to know how you a line, I would like to know how you are getting along etc. And if you are in the Washington area at any time (your wife and children too), gve me a call. My work number is OL 6 7800 Ext. 296 and my home number is 365 8405.</p><p>Sincerely,<br/>[signed] Pat<br/>Pat (Patrick Bryan)</p>                       <p>Pat<br/>It is damn good to hear from you.</p><p>I'd like to see you again and will call the next time I get your war.</p><p>Where is Jinny Coates? Probably married with 20 children like all of us.</p><p>I've seen a lot of G. S. ers in my travels.</p><p>Write again,<br/>Bondy</p><p>Thanks to FromThePage transcription contributors: lbaker Carlos Perez MBrunsdon Princess1</p>"
PJB748,"<p>1-27-67<br/>5300 S. Greenwood<br/>Chicago, 60615</p><p>Julian - I don't know of any single group which <br/>should or could take the whole wad of your <br/>books.  I can give a list of a dozen or so and<br/>names of the people to whom you should send a sample.<br/>Maybe the NCNP office could handle the distribution<br/>for you if it proved too burdensome.</p><p>NCUP - Tom Hayden, 227 Jelliff, Newark<br/>Community for New Politics                   Berkeley<br/>Milwaukee Organizing Committee<br/>James Bevel, c/o SPRING Mobilization Committee, 5 Beekman, NY City 10038<br/>Cleveland Community Project, East Side - Jenny Roper, 11114 Berkshire, Cleveland<br/>Hill Neighborhood Union, - Fred Harris                New Haven, Conn.<br/>SouthEast Neighborhood House - Dorothy Builage, 40 IPS; 1900 Florida Ave, NW DC 20009<br/>Union for Jobs or Income Now - Walt Lively, 1041 N. bay St., Baltimore<br/>Chicago Organizers School - Rennie Davis, 849 Gunnison, Chicago 60640<br/>Fort Hood Three Committee, S Beekman Street, N.Y.C. 10038<br/>Some Los Angeles anti-draft grop of Watts guys???<br/>Clergy Draft Committee in Detroit - Rev. David Gracie,<br/>Ann Bell, 107 Dryden, Ithaca, NYork<br/>Arlo Tatum, Central Committee for Conscientious Objectors, 2006 Walnut<br/>Philadelphia</p><p>I could handle 750-1000 here in Chicago.</p><p>Paul</p><p>Thanks to FromThePage transcription contributors: Hana Suliman Doreen</p>"
PJB 1147,"<p>Archbishop's Office<br/>2699 Peachtree Road, N.E.<br/>P.O. Box 12047, Northside Station<br/>Atlanta, Georgia 30305</p><p>May 15, 1967</p><p>Mr. Julian Bond<br/>American Friends' Service Commission<br/>41 Exchange Place, S.E. - Room 501<br/>Atlanta, Georgia 30303</p><p>Dear Mr. Bond:</p><p>Just a note to express my appreciation to you.  Your statement on TV explaining the awkward situation was courteous and fair.</p><p>Ever since our <u>Georgia Bulletin</u> defended your right to be seated in the Legsilature, I have followed closely your fight for what is right.  I do not agree with your stand on massive refusal to bear arms,  nor your defence of draft-card destruction.</p><p>I wish you and other courageous Negroes were leading the country,  not just the Negro youth,  in the path of peace through justice.</p><p>May God bless you!<br/>With every good wish,</p><p>Sincerely yours in Christ, <br/><sup>signature of Paul J. Hallinan</sup><br/>Paul J. Hallinan<br/>Archbishop of Atlanta</p><p>PJH:skg</p>                       <p>Dear Sir:</p><p>Many thanks for your kind letter. <br/>It looked like the facts of what was said and who signed what would never become clear. <br/>For instance, on the day after our press conference, the <u>Constitution</u> reported that you were present at the earlier meeting. <br/>After reading that, I decided that the truth was not quite as strange as fiction, and that we had better let well alone.<br/>Sincerely, </p><p>Thanks to FromThePage transcription contributors: AlyM76 Carlos Perez</p>"
1245,"<p>National Conference On Black Power<br/>A Conference Dealing With Unity and Empowerment of Black Americans<br/>24 Rector Street - Newark, New Jersey,  07102</p><p>[NCBP logo]</p><p>July 10, 1967</p><p>Rep. Julian Bond<br/>House of Representatives<br/>Atlanta, Georgia</p><p>Dear Rep. Bond:</p><p>Thank you for your kind letter of July 6th. We do expect to publish papers presented at the Conference and will let you know when this has been accomplished.</p><p>We would be happy to have you submit a paper even though you may not be present to read it yourself. If you choose to have a deputy read it for you that is acceptable too. We can appoint a reader if you care to have us do that.</p><p>Thank you for your courtesies and consideration. We sincerely trust that you still may find it possible to be with us for at least part of this historic meeting.</p><p>Very truly yours,<br/>[Handwritten signature of Phaon Sundiata]<br/>Phaon Sundiata<br/>Key Coordinator<br/>Nat. Conf. on Black Power<br/>P.O. Box 315<br/>Laurel, Md.  20810</p>                       <p>Dear ...........:</p><p>Once again I want to offer my pardon for not being able to attend. I did find myself in New York city on last Thursday, Friday and Saturday on another mission but <strike>could</strike> was not able to get across <strike>the</strike> <sup>to</sup> Newark.</p><p>I want to ask again if any of the papers presented at the Conference are available to non-conferees.</p><p>I am particularly interested in written discussions of black politics and related subjects.</p><p>Once again my apologies and best <strike>futu</strike> wishes for/<sup>the</sup> future.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Sarah Ahmad</p>"
PJB 1030,"<p>Philen</p><p><u>Miller</u></p><p>Dear Friend:</p><p>Many thanks for the card.</p>                       <p>Pb. Miller</p><p>General Delivery GPO</p><p>New York, Ny 100-01</p><p>Mr. Julian Bond</p><p>Georgia Legislature - 5th Precinct</p><p>Atlanta Georgia</p><p>Hous of Rep.</p><p>4/21-25  5/4-5</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Greg14</p>"
1243,"<p>[a green gray figure in the upper left hand corner]<br/><span class=""depth3"" title=""LEEDS UNIVERSITY UNION"">LEEDS UNIVERSITY UNION</span><br/><span class=""depth3"" title=""The University Union, Leeds 2."">The University Union, Leeds 2.</span><br/><span class=""depth3"" title=""telephone 39071"">telephone 39071</span><br/><span class=""depth3"" title=""telegrams Unistud, Leeds."">telegrams Unistud, Leeds.</span></p><p><u>E.1.6</u>.<br/>Mr. Julian Bond,<br/>823, Drummond Street, SW,<br/>ATLANTA,<br/>Georgia,  30314,<br/><u>U.S.A.</u>                                                    23rd June  1967.</p><p>Dear Mr. Bond,</p><p>The Committee of the Leeds University Union has instructed me to thank you for allowing your name to be associated with the Union as an Honorary Vice-President for the last year. I am further instructed to ask if you will continue to do us this honour by serving in this office for the Academic Year 1967/8.</p><p>Yours sincerely,<br/>[signed] Philip Kelly<br/>PHILIP KELLY<br/>Secretary.</p><p>[bottom left hand corner a green lined box with a shield having three stars. an open book and a round figure with a hole in the middle]</p><p>Thanks to FromThePage transcription contributors: esh999 Princess1 Sarah Ahmad</p>"
PJB 1037,"<p><span class=""depth3"" title=""Alpha Chi Omega Chi  Albany, New York"">Alpha Chi Omega Chi  Albany, New York</span></p><p>April 26, 1967<br/>Hon. Julian Bond<br/>Representative<br/>Georgia Legislature<br/>823 Drummond Street, S.W.<br/>Atlanta, Georgia  30314</p><p>Dear Mr. Bond:<br/>Attached hereto please find check No. 56, in the amount of $130.52, to cover your travel expenses from Atlanta to Albany, and return.  '</p><p>Looking forward to hearing from you shortly.</p><p>Very truly yours,<br/>ALPHA CHI OMEGA CHI<br/>Marion P. Coles<br/>President<br/>[signed] Phyllis McNeal<br/>Chairman, Ways &amp; Means Comm.</p><p>196 First Street<br/>Albany, New York<br/>Enc. (1)<br/>Dear Mrs. McNeal:<br/>Upon my arrival back home, I discovered your letter containing your check for my travel expenses had been delivered.</p><p>I just wanted to let you know that I have it, and that I enjoyed my visit with you last weekend.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez Sarah Ahmad</p>"
PJB 1138,"<p>April 24, 1967</p><p>Mr. Bond,</p><p>I am a 16 year old Negro girl, writing to you concerning an article I read in the Saturday Evening Post, May 6, 1967.</p><p>I'm am a native Georgian. While I was in Fitzgerald, Georgia on Christmas vacation, I attended an Emancipation Proclamation Program. You were the main speaker and I found what you said interesting. I'm very interested in Georgia and Georgians.</p><p>The Post magazine said:</p><p>""He even plantively confessed to one white friend, "" I don't think of myself as a Negro. I'm a Southerner. I like the Southern way of life.""</p><p>Would you please tell me what you meant by this statement.</p><p>I pray and hope that you didn't mean you advocate Southern racial view.</p><p>Sincerely<br/>Phyllis C. Smith</p>                       <p>Dear ----</p><p>I don't know what the <u>Post</u> meant, because I never said it!</p><p>It has bothered me a great deal.</p><p>Thanks for your interest</p>                       <p>[front of addressed envelop] [stamp seal] OKLAHOMA CITY, OKLA.  PM 30 APR 1867  2A  [stamp with George Washington's face] text 5 cents U.S. POSTAGE<br/>From Miss Phyllis Smith  1817 Overbrook Dr  Oklahoma City, Okla  73121<br/>To. Mr. Julian Bond  Georgia House of Representative  Atlanta Georgia</p>                       <p>back of envelope  blank</p><p>Thanks to FromThePage transcription contributors: esh999 Princess1 Carlos Perez</p>"
PJB 1012,"<p>115 Woodmont Boulevard<br/>Nashville, Tenn.,<br/>May 1, 1967</p><p>Mr. Julian Bond,<br/>Member of the Legislature<br/>Atlanta, Ga.,</p><p>My Deat Friend:</p><p>It was never been my good fortune to know you personally, but I venture to call you friend because I am a sincere well-wisher. I take this liberty with even greater confidence because your grandfather, Dr. James Bond, was a very dear personal friend with who I was intimately associated many years ago in the work  of the Interracial Commission, and alo because I hold your father in the higest esteem. On the basis of what I have known of them I can think of you, their descendent, only in terms of confidence and good will.</p><p>For some time I have known in general terms of your experience with the Georgia Legislature, and have rejoiced in your final vindication. I trust this victory will prove the beginning of a career in which you will go on in similar fine spirit to achieve the best of which you are capable, in whatever field you may enter. And may|your success be not only a matter of personal satisfaction, but, what is of far more importance, may it contribute your utmost to the success of causes that we both hold dear. I congratulate you on your opportunity.</p><p>Having said so mush, I venture to add that my one anxiety is suggested by the line that I have underscored in the enclosed article. This, if authentic, gives me genuine conern, suggesting, i seems to me, something <strike>xxxx</strike> utterly unworthy of your noble heritage. Certainly, as we all know, many a fine career, and many a fine character, have been wrecked on this reef, and not one has ever been progited by it.</p><p>I offer no apologies for this reminder. To have withold it would have been false to my concern and my confidence.</p><p>With warm regards and best wishes<br/>I am your friend,<br/>[signed] R B Eleazer</p><p>I thank you for your concern. Rest assured it is not a habit.</p><p>Thanks to FromThePage transcription contributors: lbaker Princess1 Carlos Perez</p>"
PJB810,"<p>RICH'S<br/>ATLANTA, GEORGIA  30302</p><p>January 21, 1967</p><p>Mrs. Horace Julian Bond<br/>823 Drummond Street S. W.<br/>Atlanta, Georgia 30314</p><p>Dear Mrs. Bond:</p><p>We still have not received payment covering your check which is described below.</p><p>Insufficient Funds; Citizens Trust Company of Georgia<br/>Amount $57.04; Dated December 22, 24, 27, 1966<br/>Amount Due $62.04 (5 checks)</p><p>Unless payment is received in five days your check(s) will be referred to our attorney for whatever action he feels necessary.</p><p>Your prompt cooperation will save unnecessary embarrassment and expense.</p><p>Yours truly,</p><p>RICH'S, INC.<br/>[Signature] R. J. Carlson</p><p>Collection Department</p><p>Thanks to FromThePage transcription contributors: Jannyp Emily Hemlinger TeeTwoThree</p>"
PJB 1510,"<p>677 Anderson Street, S.E.<br/>Orangeburg, South Carolina  29115<br/>January 15, 1968</p><p>Mr. Julian Bond<br/>823 Drummond Street<br/>Atlanta, Georgia  30314</p><p>Dear Mr. Bond:</p><p>My hobby is collecting autographs and I would like to have yours. In my collection I have the autographs of Thurgood Marshall, Bob Hope, Ralph Bunche, Mickey Mantle, Hank Aaron, and many others. I feel that my collection would be incomplete without your autograph. If possible, I would like to have the autograph of your wife and any of your friends.</p><p>Thank you very much for your time and consideration.</p><p>Yours truly,<br/>[signed Ralph B. Everett]<br/>Ralph B. Everett<br/>677 Anderson Street, S.E.<br/>Orangeburg, South Carolina  29115</p><p>P.S.  Thanks again.</p><p>[handwritten note]:<br/>autograph sent 1-18-68</p><p>Thanks to FromThePage transcription contributors: Carlos Perez TeeTwoThree</p>"
1230,"<p>June 15, 1967</p><p>Representative Julian Bond<br/>State Legislature<br/>State Capitol Building<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>We continue to regret very much that it was not possible for you to be with us at the Ford Hall Forum in Boston last fall but we are now hopeful that we can persuade you to accept an invitation for this coming season. We are celebrating our 60th Anniversary and when you consider that over the years we have been able to present speakers like Martin Luther King, Stokely Carmichael, James Farmer, Malcolm X, Whitney Young, Thurgood Marshall, Langston Hughes, Dr. Mordecai Johnson, Judge Hastie, James Weldeon Johnson, Walter White, and others, you will understand why we are particularly anxious to have one whose rights have been vindicated in the courts and who will, we are sure, occupy an increasingly important position in both state and national affairs present his point of view.</p><p>If you an accept our invitation we have the following Sunday nights available:</p><p>October 8, 15, 22, 29<br/>November 5, 12<br/>December 3, 10, 17</p><p>It would also be helpful if you could offer us an alternative date.</p><p>The procedure of the Forum is a fairly simple one. The meeting begins promptly at 8:00 P.M. and we allow approximately 50 minutes for the main address. This is followed by questions from the audience and the meeting is adjourned at 10:00 P.M.</p><p>We hope very much that you will be able to be with us. We</p><p>[The following is the marginal content of the letterhead.]</p>                       <p>-2-</p><p>are able to pay a fee and if you will indicate to us what would be satisfactory to you, we will make every effort to meet it.  We shall await an early reply.</p><p>Very sincerely yours,</p><p>(signature)</p><p>Reuben L. Lurie, President</p><p>RLL/L</p><p>Thanks to FromThePage transcription contributors: lbaker esh999 Sarah Ahmad  kgehred</p>"
1229,"<p>[Let There Be Light logo, with image of torch and flame]</p><p>The Ford Hall Forum<br/>Incorporated<br/><i>America's Oldest Forum of Public Expression</i><br/>80 Boylston Street<br/>Boston, Massachusetts  02116<br/>Telephone HAncock 6-0725</p><p>June 30, 1967</p><p>Representative Julian Bond<br/>State Legislature<br/>State Capitol Building<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>On June 15th, I wrote you in connection with our earnest hope that you would be able to be with us during the 60th Anniversary Season of the Ford Hall Forum. We have not had any reply and we are hopeful that you will give the matter your earnest consideration. It would please us enormously to have you with us.</p><p>A copy of our original letter is enclosed.</p><p>Very sincerely yours,<br/>[signed Reuben L. Lurie]<br/>Reuben L. Lurie, President</p><p>Enc.<br/>RLL/L</p><p>[The following is the information on the left margin of the letterhead.]</p><p>Hon. Reuben L. Lurie<br/><i>President</i><br/>Mr. Louis P. Smith<br/><i>Treasurer</i></p><p>General Council</p><p>Mr. Francis G. Goodale<br/><i>Vice-President</i><br/>Mrs. John J. Mahoney<br/><i>Vice-President</i><br/>Hon. Lawrence G. Brooks<br/><i>Clerk</i><br/>Miss Betty E. Krulee<br/><i>Assistant Clerk</i></p><p>Mr. Jack Adelson<br/>Mr. Roger W. Babson<br/>Mr. Louis Barron<br/>Prof. Samuel H. Beer<br/>Mr. J. William Belanger<br/>Dean Clarence Q. Berger<br/>Mr. Herbert Black<br/>Miss Ednah Blanchard<br/>Mr. Percy S. Brown<br/>Mr. Matthew W. Bullock<br/>Dr. Harold C. Case<br/>Mrs. Gardner Cox<br/>Mr. Arnold R. Cutler<br/>Mr. Richard K. Eaton<br/>Mr. Herbert B. Ehrmann<br/>Mr. Emanuel M. Gilbert<br/>Mr. Richard W. Hale, Jr.<br/>Prof. Oscar Handlin<br/>Mrs. Madelyn Haskell<br/>Mr. Christian A. Herter, Jr.<br/>Mr. H. D. Hodgkinson<br/>Mr. Leon J. Kowal<br/>Miss Florence H. Luscomb<br/>Prof. Kirtley F. Mather<br/>Miss Alfrieda M. Mosher<br/>Prof. Joseph S. Murphy<br/>Mr. Asher K. Neyhus<br/>Hon. Endicott Peabody<br/>Mr. Henry Penn<br/>Mrs. Iver S. Ravin<br/>Mr. Joseph G. Riesman<br/>Mrs. William Z. Ripley<br/>Prof. John P. Roche<br/>Miss Freda Rogolsky<br/>Mr. Abraham Rosen<br/>Dr. Abram L. Sachar<br/>Mr. Joseph Salerno<br/>Mr. John L. Saltonstall, Jr.<br/>Prof. Arthur M. Schlesinger, Jr.<br/>Mrs. Paul T. Smith<br/>Mr. Julian D. Steele<br/>Mr. Irving Usen</p><p>[The following is the information on the right margin of the letterhead.]</p><p>George W. Coleman<br/><i>1867-1950</i><br/><i>Founder</i></p><p>David K. Niles<br/><i>1889-1952</i><br/><i>Director</i><br/></p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Sarah Ahmad</p>"
907,"<p>Richard W. (punched hole)</p><p>1520 - 18th Street SE</p><p>Apartment 2</p><p>Washington, D. C. 20020</p><p>3/9/67</p><p>Mr. Julian Bond,</p><p>Atlanta, Georgia.                      <sup>(Thanks)</sup></p><p>Der Mr. Bond:</p><p>Since reading in our local papers about your triumph in being seated in the Georgia Senate - I have wanted to write and express my sincere good wishes for your long and useful ^ (life as) public servant.</p><p>Your courage in the face of so much opposition is to be commended and I trust that it will continue thru all your life.</p><p>Again best wishes to you for continued health and may you have all the happiness you so richly deserve.</p><p>Sincerely</p><p>Richard W. Cain</p><p>P.S. I am 73 years of age and a Democrat since voting age.</p><p>Thanks to FromThePage transcription contributors: Greg14 Sarah Ahmad</p>"
947,"<p>LAW OFFICE:                                                      MEMBERS OF COMMITTEES<br/>166 WEST WASHINGTON STREET                    EDUCATION<br/>CHICAGO, ILLINOIS                                             PUBLIC WELFARE<br/>ANDOVER 3-2664                                                    JUDICIARY <br/>REGISTRATION AND MISCELLANY</p><p>[Symbol]</p><p><b>ILLINOIS STATE SENATE<br/>RICHARD H. NEWHOUSE<br/>SENATOR</b></p><p><sup>On 2nd Sheet</sup></p><p>Dear <strike>Legislator</strike> <sup>Julian</sup>:</p><p>The Illinois Legislature has up for passage a bill that requires the teaching of Negro History in the schools of the state, House Bill No. 19.</p><p>House Bill No. 19, submitted by Representative Horace Gardner, has passed in the House and has been passed out of the Senate Education Committee with a ""Do Pass"" recommendation.  This is not a very strong bill, but I think it is what Representative Gardner thought he could get out of the Legislature at this time.</p><p>It occurs to me that with the cooperation of forces here in Illinois and your community, we might be able to get out legislation to require textbooks used in our states to present the history of the development of this nation in its true perspective.  As you know, our present history books contain a considerable amount of racial distortion demeaning to the Negro, and intentionally so.  Its effect is to rob our youth of  the dignity and self-respect that should be cultivated in their formative years and prevents their personal growth and security.  On the other side of the ledger, it instills in non-Negros a false sense of superiority and the feeling that racial equality is a myth--never intented to exist in this country.</p><p>I plan to request a Commission to study the problem of racial distortion in our history texts with a view to recommending to the Illinois Legislature a statute which would require that all textbooks used within this state present a true picture of the participation of Negroes in the development of the nation, and as an integral part of history study and social studies.  The Bill I envision should have a date certain, beyond which all schools would be required to use only texts of the type recommended and which would conform to specific guidelines recommended by the Study Commission.</p><p>It would be extremely important if Legislature in other states exhibit an interest in this problem, and express that interest.  A unified approach to this problem, will provide a large enough market and make it easier for textbook manufacturers to do the kind of job that some of them have indicated they would like to do.</p>                       <p>page 2</p><p>It may be that this perhaps is of such a scope that we, as Legislators, may wish to hold a conference on the matter. It is thought that such a conference in its initial stages may best be confidential in nature. Would you kindly react to the above suggestions, including the suggestion on the conferenc and its nature?</p><p>We may also use this opportunity to address ourselves to another crucial phase of the problem--the need for a program in which professionals in the education field will study a balanced history to learn the fallacies inherent in our present texts thus preparing themselves to teach their subjects.</p><p>I am sending this letter to every Negro Legislator sitting in a State body hat I have been able to discover. I am sure that there are some omissions and I would appreciate you informing me of the omissions made. For you convenience, I am listing the name of every person to whom this letter has been sent. If it is your wish, I will attempt to keep you abreast of the developments in the Illinois Legislature.</p><p>You cooperation and participation in this venture will be greatly appreciated.</p><p>Yours truly,<br/>[signed] Dick Newhouse (We met through John Britton at Lucy Montgomery's<br/>Richard H. Newhouse<br/>Senator<br/>State of Illinois<br/>24th District</p><p>RHN:yr</p><p>Look forward to hearing from you.</p><p>Dear Dick:<br/>Thanks for the letter. Rep. Ben Brown, a colleague, is working on the same lines as is Rep. Carter Graves of Texas. I will ask Brown to contact you<br/><strike>I</strike> Sincerely,</p><p>Thanks to FromThePage transcription contributors: esh999 Princess1 Sarah Ahmad</p>"
PJB 994,"<p><span class=""depth3"" title=""Plans for Progress"">Plans for Progress</span><br/><span class=""depth3"" title=""1800 G Street N. W. Suite 702 Washington, D.C. 20006"">1800 G Street N. W. Suite 702 Washington, D.C. 20006</span><br/>[right hand corner] stamped blue eagle with the letters pfp on belly</p><p>May 3, 1967<br/>Mr. Julian Bond<br/>Georgia House of Representatives<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>There is an article starting on page 32, of the enclosed issue of Current magazine, which you may find of interest. I took the liberty of sending it to you just in case it had not come to your attention.</p><p>I heard you speak in Pittsburgh, and I know Margaret Dobbins well.</p><p>Sincerely,<br/>[signed] Rober W. Goode<br/>Robert W. Goode<br/>Administrative Coordinator</p><p>EWG/mlu<br/>Enclosure</p><p>[text in ink, bottom margin]<br/>Dear Sir<br/>Thank you for sending the article. The subject is of great interest  and I am thinking of doing a book on it myself.</p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez</p>"
PJB740,"<p>ROBERT K. THROWER<br/>INCORPORATED<br/>""The Brick Man""<br/>1990 COLLEGE AVENUE, N. E.<br/>TELEPHONE DRAKE 3-4453<br/>ATLANTA, GA. 30317</p><p>Feb. 1, 1967</p><p>Representative Julian Bond<br/>823 Drummond St., S. W.<br/>Atlanta, Ga.30314</p><p>Honorable Mr. Bond:</p><p>During the present session of the State Legislature a decision<br/>will be made as to whether the properties of the Western and<br/>Atlantic Railroad will be leased to the L&amp;N Railroad or the <br/>Southern Railway.</p><p>We are very interested in this matter since the Georgia Railroad,<br/>which serves my plant, is a part of the L&amp;N System, and we will be<br/>vitally affected by the decision made, therefore, we sincerely<br/>trust that you will vote in favor of the L&amp;N, from which lease,<br/>we understand, the State will derive more revenue.</p><p>Yours very truly,<br/>ROBERT K. THROWER, INC.</p><p>Robert K. Thrower<br/>""The Brick Man""<br/>President</p><p>[typed in red:<br/>Dear Sir:</p><p>Thank you very much for your kind letter.</p><p>Please rest assurred that all of the members of the legislature are giving the L &amp; N - Southern controversy as much attention as possible.<br/>Sincerely,]</p><p>Thanks to FromThePage transcription contributors: Hana Suliman Jannyp Doreen</p>"
