PJB ID,Document Body
PJB 1681,"<p>Box 14103<br/>University Station<br/>Gainesville, Florida<br/>March 26, 1968</p><p>Julian Bond<br/>162 Fuharlee, S. W.<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>I am writing for the Florida Black Front. The Florida Black Front is an attempt to bring about a coalition of all organizations operating in the black community. We feel this is necessary because we as black people must recognize the fact that we must start viable organizations in our community that are controlled by black people. To this end we are having a Black Power Conference in Jacksonville the 5th, 6th, and 7th of April to bring together the community so that we may realize our goal. We feel that having particular persons from various specialized backgrounds speak in their areas will help to better bring about a workable program so that we of the black community can realize our goal. For this reason we are asking for you to participate in the conference. Please let us know as soon as possible as to whether you can come and what day(s) you can come. Thank you.</p><p>Yours for a United Black America,<br/>[signed] Charles Wright rpg<br/>Charles Wright<br/>Florida Black Front</p><p>CW:rpg</p>                       <p>Dear Mr. Wright:</p><p>Many thanks for your kind invitation.</p><p>From our conversation in Atlanta, you will recall that I indicated my schedule for the period of your conference is extremely busy.</p><p>At any rate, I intend to make every effort to be on hand, and wish you a successful conference.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1645,"<p>March 5 1968</p><p>Mr Julian Bond<br/>House of Representatives<br/>Atlanta,<br/>Georgia</p><p>Dear Mr Bond;</p><p>I am editing an anthology of black poets<br/>under contract to International Publishers and am<br/>looking for good black revolutionary, Third World philosophy,<br/>social and political poems. I would like very much to have<br/>you contribute to this book.</p><p>If you decide to send poems (published or<br/>unpublished) you will be paid for what is used on<br/>publication which probably won't be until early next year.</p><p>The emphasis of the anthology is on the<br/>current human crisis in America. And I am using works<br/>of established poets as well as gifted unknown black<br/>militant poets.</p><p>Look forward to hearing from you and to<br/>your work.</p><p>IN BROTHERHOOD<br/>[signed]<br/>Clarence major<br/>533 E 12th St<br/>NYC 10009</p>                       <p>Dear Mr. Major:</p><p>I am extremely flattered by your letter but must admit I have not written<br/>poetry for more than five years.</p><p>Might I suggest a few names to you, however, who may have some material that<br/>would suit your purposes.</p><p>Donald Stone<br/>SNCC<br/>360 Nelson Street<br/>Atlanta, Georgia</p><p>Dr. Vincent Harding<br/>Spelman College<br/>Atlanta, Georgia</p><p>Randy Battle<br/>The Southwest Georgia Project<br/>615 South Jefferson Street<br/>Albany, Georgia 31701</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Severian Gardi Carlos Perez</p>"
PJB 1716,"<p>Main High School<br/>51 Washington Drive<br/>March 11, 1968</p><p>Representative Julian Bond<br/>George State Legislature<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>The graduating class at Main High School will be having their graduation exercises on May 31, 1968 at 8:00 p.m. at the Rome City Auditorium.</p><p>We would like for you to be our guest speaker on that night. If it is possible that you will be able to come to us, please let us know under what conditions you will come.</p><p>Please let us know as soon as possible so we may finish our preparations for graduation.</p><p>Sincerely yours,</p><p>[signed]</p><p>Claude Goodley - pres.</p><p>[signed]</p><p>Mr. S. T. Burrell - prin.</p>                       <p>Dear .........:</p><p>Please forgive me for taking so long to answer you letter. I am sure y u have filled the <s>date</s> speaker's spot by now. I hope<s>d</s> I haven't caused you any convenience.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Severian Gardi Carlos Perez esh999</p>"
PJB 1377,"<p>[image:] Gold colored seal. Inner circle: (Left side) A miner with a pick and shovel at a quartz mill on a mountainside. (Middle) Sun rising behind the mountain peaks. (Right side) A lake, fields and grazing cattle. Above the drawing is the motto ""Ditat Deus"". Outer circle: GREAT SEAL OF THE STATE OF ARIZONA 1912.</p><p>CLOVES CAMPBELL<br/>SENATORIAL DISTRICT 8-G</p><p>EDUCATION COMMITTEE<br/>NATURAL RESOURCES<br/>RURAL AND URBAN AFFAIRS</p><p>Arizona State Senate<br/>Phoenix, Arizona</p><p>October 16, 1967</p><p>Hon. Julian Bond<br/>823 Drummond Street<br/>Atlanta, Georgia  30314</p><p>Dear Colleague:</p><p>Enclosed is a copy of the list of Suggested Officers for the Western Conference of Negro Elected Officials.</p><p>It is my intention that we call a meeting on February 17, 1968. Please plan to have this date free. If you have any suggestions, please have them prepared for discussion at the next meeting.</p><p>I shall write you regarding the time and place of the meetings.</p><p>Cordially,<br/>[signed] Cloves<br/>Cloves Campbell</p><p>CC:m<br/>enc. 1</p><p>Dear Senator Campbell:</p><p>Thanks for keeping me on your mailing list. Its good to see that <strike>legislators</strike> Negro office-holders in some part of the country can get together. We have our troubles here.</p><p>If you need a cheap speaker out your way anytime, drop me a line. I've been to most parts of the USA but would like to see Arizona before I die.</p><p>Best wishes,</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1333,"<p>[image:] A figure depicted in the form of the letters 'L' (the arm) and 'S' (the body), with a circle on top representing the head. Underneath the figure is the abbreviation 'CRRC'.</p><p>LAW STUDENTS CIVIL RIGHTS RESEARCH COUNCIL<br/>156 FIFTH AVENUE, NEW YORK, N. Y.  10010      (212) YU 9-2522</p><p>September 11, 1967</p><p>Julian Bond<br/>House of Representatives<br/>Atlanta, Georgia</p><p>Dear Julian,</p><p>Thank you for your letter of September 8. The development of neighborhood complaint centers is, I think, a matter of considerable urgency.</p><p>We could provide law students for such centers as you might establish in Atlanta. We have an active law student group at Emory, and this is the type of thing I would like to involve them in.</p><p>You might want to consider accelerating the timetable by which such centers would be developed. This way we could involve law students during the academic year as well as the summer.</p><p>Let me know your thoughts on this.</p><p>Sincerely,<br/>[signed] D'Army<br/>D'Army Bailey</p><p>DB:amw</p><p>[The following is the marginal content of the letterhead.]</p><p>D'Army Bailey<br/><i>Director</i></p><p>David Lipton<br/><i>Associate Director</i></p><p>Stanley J. Sinowitz<br/><i>Treasurer</i></p><p>Herbert Johnson<br/><i>Secretary</i></p><p>BOARD OF ADVISORS</p><p>Morris B. Abram<br/>Mathew Ahmann<br/>Anthony G. Amsterdam<br/>Chester J. Antieau<br/>Helen L. Buttenwiser<br/>Robert L. Carter<br/>Norman Dorsen<br/>Clarence C. Ferguson<br/>Jefferson B. Fordham<br/>Monroe H. Freedman<br/>Jack Greenberg<br/>Robert J. Harris<br/>William Higgs<br/>John O. Honnold<br/>Jacob K. Javits<br/>Clarence B. Jones<br/>Harry Kalven<br/>Marvin M. Karpatkin<br/>Arthur Kinoy<br/>Milton R. Konvitz<br/>William M. Kunstler<br/>Robert B. McKay<br/>Will Maslow<br/>Newton Pacht<br/>John de J. Pemberton, Jr.<br/>Leo Pfeffer<br/>Louis H. Pollak<br/>John M. Pratt<br/>Carl Rachlin<br/>Norman Redlich<br/>Sanford J. Rosen<br/>Eugene V. Rostow<br/>Herman Schwartz<br/>Bernard G. Segal<br/>Asa D. Sokolow<br/>Harrison Tweed<br/>Melvin L. Wulf</p><p>William L. Robinson<br/><i>Secretary</i></p><p>[The following is the page footer content of the letterhead.]<br/><i>Contributions are deductible for U. S. Income Tax purposes</i></p>                       <p>Dear D'Army:</p><p>Thanks for your prompt reply. I don't think I can speed up the process of establishing the centers I wrote to you about before, but hope they can begin operation by the beginning of summer, 1968.</p><p>But I did want to get some response from you about the availability of law students for this project and to stay in touch with you as it goes along.</p><p>Do you know of any prospectus for such a center that might serve as a guide for what I've got in mind? If you do, I hope you could pass it on down here.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1606,"<p>February 13, 1968</p><p>Julian Bond<br/>Representative, District 136<br/>162 Eurahlee Street, S.W.<br/>Atlanta, Georgia  30314</p><p>Dear Representative Bond:</p><p>The Organization of Afro-American Students at the University of Connecticut wishes to thank you for accepting our invitation to speak. The Organization will give you a fee of $300.00 and will provide the needed air transportation that must be used by you. We will also take care of housing if you decide to stay overnight. We would like to have you speak on Sunday, April 28th at 1 P.M. in Von der Mehden Hall.</p><p>We look forward to hearing from you very soon-flyers will be sent out shortly to inform students of your appearance at the University of Connecticut.</p><p>Sincerely,<br/>[signed] David M. Clayborne, Jr.<br/>Grad. Advisor to CONFERENCE SPECIAL EVENTS COMMITTEE</p><p>P.S.  Send your response to:  [circled name and address] David M. Clayborne<br/>Room 101, Grange Hall<br/>University of Connecticut<br/>Storrs, Connecticut  06268</p>                       <p>Dear ----:</p><p>The terms you have stated in your most recent letter are Fine.</p><p>I wonder if I could ask you to <strike>ascertain who</strike> let me know whether air transportation directly to Storrs is available <strike>of</strike> or what the nearest airport might be.</p><p>I hope you will be sending me a ticket in advance of the date, and that you might investigate the possibility of my arriving on the 27th and leaving on the evening of the 28th.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1372,"<p>104 Stone Hall<br/>Amherst College<br/>Amherst, Massachusetts<br/>October 9, 1967</p><p>Dear Representative Bond:</p><p>I met you last year at the Bennington Colloquiam on Civil Rights, and had hoped you could come to Amherst to speak last Spring. Over the summer, I read Howard Zinn's  <u>SNCC</u> which further impressed me with your experiences in the Civil Rights movement. I believe I also heard your name as one supporter for the formation of a Third Party.</p><p>My lecture committee is most anxious to have you speak at Amherst on the subject of you choice. If you will be available any time this Spring, please suggest a date. I respect you for your involvement in both local and national politics, and hope you will continue to fight for what you and many of my fellow college students believe in.</p><p>Sincerely,</p><p>[signed] David Roby</p><p>David Roby</p><p>Dear Mr. Roby:</p><p>The best spring date for me would fall in mid-April. I hesitate to make a committment so far in advance. Could you write me back, suggesting some dates in that period?</p><p>Sincerely,</p><p>Inner circle [image:] A book with a star above. On a ribbion the text reads: TERRAS IRRANDIENT Round outer circle text reads: AMHERST MASS - NOV - ANG - MDCCCXXXV - SIGILL - COLL  To the side of the circle is the text: Amherst College</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Princess1 esh999</p>"
PJB 1722,"<p>1014 West 39th Street<br/>Savannah, Georgia<br/>April 17, 1968</p><p>Mr. Julian Bond<br/>832 Drumond Strreet, S. W.<br/>Atlanta, Georgia</p><p>Dear Mr. Bond</p><p>I am Miss Deloris Stevens, a student a Savannah State College. I am taking a course in American Government. One of the requirements of the course is a term project (paper). The topic I have chosen for my project id the Negroes in the Georgia General Assembly. This paper will involve the life history of each Negro in the General Assembly. I would like to have a biographical sketch of your life.</p><p>I would like to have this information during the week of April 29th-May 4th, if it is possible. Your cooperation will be greatly appreciated, thank you.</p><p>Very tryly yours,</p><p>[signed]</p><p>Deloris Stevens</p><p>Dear Miss Stevens,</p><p>Thank you for you  kind letter.</p><p>I am enclosing a biographical form which I hope will answer your questions.</p><p>Sin cerely,</p><p>Thanks to FromThePage transcription contributors: Severian Gardi Carlos Perez esh999</p>"
PJB 1790,"<p>Headquarters</p><p>Marine Corps Base</p><p>Quantico, Virginia 22134</p><p>6 May 1968</p><p>Honorable Julian Bond</p><p>Georgia State House of Representatives</p><p>Atlanta, Georgia</p><p>RE:  Private James W. Webb II, 2212286, USMC</p><p>Dear Mr. Bond:</p><p>I am the appointed military defense counsel for Private James W. Webb II, 2212286, USMC, who perhaps is better known to you as the Reverend James W. Webb, Field Secretary at Large for the Southern Christian Leadership Conference.  Private Webb is presently awaiting a special court-martial here at Quantico on the charge of unauthorized absence (Article 86, Uniform Code of Military Justice).</p><p>Private Webb has informed me that he had some dealings with you in connection with the early days of the Student Nonviolent Coordinating Committee.</p><p>Private Webb has suggested to me that you might be able to comment favorably on his character and/or reputation.  I am particularly interested in any opinion you might have concerning the merit and value of the work that Private Webb has been doing in the area of civil rights and social progress.  Any other favorable comments you could make regarding Private Webb would be greatly appreciated.</p><p>If you desire, you could write a letter to me setting forth such comments on the above that you might have, and I will enter the letter as evidence at the court-martial.</p><p>Any such comments would be greatly appreciated by both Private Webb and myself.  Since the court-martial will be convened shortly, I request that you reply to me as soon as is convenient for you.</p><p>Sincerely yours,</p><p>[signed]</p><p>Dennis C. McMahon</p><p>Captain   USMCR</p>                       <p>Dear Captain:..........:</p><p>I am <strike>happy</strike><sup>pleased</sup> to send you my reccolections of Prvt. James Webb.</p><p>When I knew himduring his accociations with the Southern Christian Leadership Conference in Selma, Alabama, I was impressed with his sincerity and devotion to the cause he represented.</p><p>His efforts were then directed toward urging greater citizen participation in government, in bringing into the arena of civic affars persons heretofore ignored by government officials.</p><p>He performed his job well, and seemed to me to represent the best in today's youth.</p><p>Sincere y,</p><p>Thanks to FromThePage transcription contributors: Greg14 Carlos Perez</p>"
PJB 1678,"<p>10 Rowe Street<br/>Newnan, Georgia<br/>March 26, 1968</p><p>Dear Sir:</p><p>I am a student at Central High School,<br/>in Newnan Georgia. I am a junior taking a<br/>course in Government. And as a project I have<br/>to write one of the Fulton County Representative<br/>for information concerning his term in office<br/>as to the following.</p><p>(1.) What committee have you served on?<br/>(2.) What bills have you introduced?<br/>(3.) Were they signed into law, or were they<br/>vetoed by the Governor?<br/>(4.) Please list the ones signed into law? And<br/>the ones vetoed.</p><p>Sincerely yours<br/>Eddie Britt<br/></p>                       <p>Dear ........:</p><p>Thank you for your letter. I'll try to answer your questions.</p><p>I serve on the Education, Insurance and State Institution and Property Committees.</p><p>I introduced only one bill (with Representative Benjamin D. Brown) and that one<br/>bill was not passed.</p><p>It would have required that one-half of Atlanta's aldermen run for election only<br/>in the wards they represent, instead of city-wide as they do now.</p><p>I helped to introduce several other bills, and supported may others that did not<br/>bear my signature.</p><p>I think all of the Negro legislators would agree that our success this past session<br/>came from bills we were able to defeat, rather than the bills we passed.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Severian Gardi Carlos Perez</p>"
PJB 1783,"<p>Executive Office of the President</p><p>President's Committee on Consumer Interests</p><p>Washington, D.C.</p><p>April 29, 1968</p><p>Honorable Julian Bond</p><p>House of Representatives</p><p>District 136</p><p>172 Eurahlee Street, S. W.</p><p>Atlanta, Georgia 30314</p><p>Dear Mr. Bond:</p><p>Betty Furness has asked me to thank you for your letter of April 25.</p><p>I am enclosing a copy of her testimony given on April 19 before the Senate Banking and Currency Committee, Subcommittee on Financial Institutions.  I hope this will be helpful to you.</p><p>Sincerely,</p><p>[Signed]</p><p>Eleanor Pollock</p><p>Director</p><p>Office of Public Affairs</p><p>Enclosure</p>                       <p>Dear Mrs. Pollock:</p><p>Thank you for sending me the material I<br/>requested.</p><p>I wonder whether your office has - or could refer me to - a source<br/>of printed material on consumer hits.</p><p>I represent a low-income constituency. They are victimized by the<br/>sorts of credit practices mentioned in Miss Furness' testimony,<br/>and I am hoping to discover the means to conduct a small educational<br/>campaign on credit practices and other money-savings processes.</p><p>Any help you could offer would be greatly appreciated.</p><p>Sincerely,<br/></p><p>Thanks to FromThePage transcription contributors: Greg14 Carlos Perez Severian Gardi</p>"
PJB 1352,"<p>PROGRESSIVE CLUB<br/>805½ Wright Street<br/>Thomasville, Georgia</p><p>September 20, 1967</p><p>Honorable Julian Bond<br/>House of Representatives<br/>State of Georgia<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>We will be happy to have you as the guest speaker for the anniversary of the Progressive Club on Monday, October 16, 1967 at 8:00 p.m.</p><p>I would suggest that you travel by Southern Airways to the Moultrie-Thomasville airport. I will meet you there. The plane leaves Atlanta at 4:15 p.m. and arrives at Thomasville at 5:39 p.m. The roundtrip fare is $38.88.</p><p>We will reserve a room for you at the Holiday Inn in Thomasville, for October 16, 1967.</p><p>If we can be of further service in helping to make your trip and stay more pleasant, just let us know.</p><p>We look forward to meeting you on October 16, 1967.</p><p>Very truly yours,</p><p>Elijah Hill, Jr.,<br/>President</p><p>EH/mw</p><p>Dear Mr. Hill:</p><p>Many thanks for your kind letter. Could you purchase the airplane ticket there and have it mailed to me, or arrange for me to pick it up at the <s>Delta</s> <sub>Southern</sub> Airlines ticket counter at the Atlanta airport?</p><p>Sincerely,</p><p>[The following is the marginal content of the letterhead.]<br/>OFFICERS<br/>Elijah Hill, Jr.<br/>President<br/>Frank Bowdry<br/>Vice-President<br/>Mrs. Mae Rene Hopkins<br/>Secretary<br/>Miss Wilma Jean Elzy<br/>Asst. Secretary<br/>Oris Bryant<br/>Treasurer<br/>Moses Gross<br/>Young People and Comm. Chrm.</p><p>BOARD OF DIRECTORS:<br/>David Allen<br/>Rev. A. J. Atkinson<br/>Rev. Earl Daniels<br/>Mrs. Arleatha Dunbar<br/>Joseph Hankins<br/>Benjamin Hatcher<br/>Andrew Hill<br/>Willie Hopkins<br/>Smith Ivery<br/>Lonnie Jackson<br/>Mrs. Beulah Lewis<br/>H. J. Martin<br/>Mrs. Virginia Mays<br/>Mrs. Ruth C. McCaskill<br/>Theo McKeever<br/>Miss Dorothy Monroe<br/>Forrest Monroe<br/>Jerry Monroe<br/>W. A. Morris<br/>Rev. I. J. Mullins<br/>Jackson Sterling<br/>Hiram Thompson<br/>Miss Dessie Lee Williams<br/>Rev. R. L. Woodruff<br/></p><p>Thanks to FromThePage transcription contributors: Carlos Perez Jannyp MatyasNiedermeier</p>"
PJB 1751,"<p>1086 Stuyvesant Ave.<br/>Irvington, N.J. 07111<br/>27 April 1968</p><p>Dear Senator Bond:</p><p>Bravo! I have just finished reading "" A Surprising Talk Between a Black Leader and a Top Segregationist. appearing in the New York Times..... Let us hope that your message will be read and acted on... I shall do my best.</p><p>I inherited my ""race philosophy"" from my dear old mother (who was born and reared in Alabama) - but I never could convince my racist father - a Bible student....</p><p>I am planning a visit to Atlanta on a vist to my one sister within a few weeks and hope that I can congratulate you in person.</p><p>More power to you, Senator!</p><p>Fraternally,</p><p>[signed]</p><p>Elmer Brashear</p><p>P.S. I have traveled widely in the USA - and Europe. Two years in the ETO in the last ""unpleasantness."" I have traveled extensively - 46 states - and the pattern is the same - East, West, North and South....I have observed ""Man's Inhumanity to man<strike>y</strike>"" in <u>EVERY ONE OF THEM.</u></p><p>E.B.</p><p>Thanks to FromThePage transcription contributors: Severian Gardi Carlos Perez esh999</p>"
PJB 1370,"<p>Capitol Hill<br/>Concerned Citizens for Peace<br/>P. O. Box 8804<br/>Washington, D. C. 2003<br/>October 6, 1967</p><p>Mr. Julian Bond<br/>Georgia State Legislature<br/>House of Delegates<br/>Atlanta, Georgis</p><p>Dear Mr. Bond:</p><p>Concerned Citizens for Peace is an independent community organization in the nation's capital seeking to mobilize grass-roots sentiment against the war in Vietnam. We are attempting through education on foreign policy issues, community and precinct organizing, and through support for anti-Johnson and anti-war convention delegates in party primary elections to bring an end to the war as quickly as possible and to prevent future Vietnams. We have canvassed over 10,000 people in the Washington metropolitan area to get their views on the administration's war policy, and have found that a majority of those with a fixed opinion oppose President Johnson's Vietnam policies and favor peace-oriented alternatives.</p><p>To help mobilize and organize this peace sentiment and to recruit marchers for the October 21st demonstration at the Pentagon, the Capitol Hill branch of Conceerned Citizens is planning a Washington-wide Teach-In on the evening of Friday, October 20. The Teach-In is to be held in St. Mark's Episcopal Church in the shadow of the Capitol, and we would like to extend to you a warm invitation to address our Teach-in.</p><p>Please let us know at your earliest convenience whether you will be in Washington on this date and be able to speak at this event.</p><p>Yours for Peace.<br/>[signed]Frank R. Parker <sub>us</sub><br/>Frank R. Parker<br/>Chairman, Capitol Hill Concerned <br/>Citizens for Peace Steering Committee</p><p>FRP/lls<br/>Dear Mr. Parker:<br/>I am sorry but I do not plan to be in Washington on the 20th.<br/>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez Sarah Ahmad</p>"
PJB 1643,"<p>1275 Capitol Avenue, S.W.<br/>Atlanta, Georgia<br/>March 7, 1968.</p><p>The Honorable<br/>Julian Bond<br/>State Capitol<br/>Atlanta, Georgia</p><p>Dear Sir:</p><p>I am a seventh grade student<br/>at Jessie Mae Jones Elementary<br/>School. My homeroom teacher<br/>name is Mrs. Jones, and she is<br/>very nice.</p><p>I am writing to ask you<br/>can I be a page for you. My<br/>teacher said that it is alright,<br/>and all I have to do is ask<br/>a representative. If you<br/>already have enough pages,<br/>ask other representatives for me.</p><p>Sincerely yours,<br/>Gregory Rowland</p>                       <p>Dear Gregory:</p><p>Your letter arrived on March<br/>8, the last day of the<br/>General Assembly 1967-68<br/>session.</p><p>I'm sorry it has taken me this long to answer.</p><p>Both Rep. Brown and myself remember meeting you at Jessie Mae Jones<br/>School, and both would be glad to have you as a page if we are fortunate <br/>enough to return to the legislature next year.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Severian Gardi Carlos Perez</p>"
PJB 1392,"<p>113 Bullock Street S.W. #256<br/>Atlanta Ga. 30315<br/>September 19, 1967</p><p>Representative Julian Bond<br/>State Capital<br/>Atlanta Georgia</p><p>Dear Sir</p><p>I am a student of Carver Vocational High School The speech you gave at Carver on September 19, 1967 was very good. I hope you can come back to Carver someday in your sparetime.</p><p>Sincerley yours,<br/>Gregory Williams</p><p>Thanks</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Princess1</p>"
PJB 1608,"<p>635 East 1st South<br/>Salt Lake City, Utah 84102<br/>February 17, 1968</p><p>Mr. Julian Bond<br/>162 Euharlee St., S. W.<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>The Challenge Committee at the University of Utah has agreed to have you speak here at the University on April 2. There are other groups and organizations on campus which would like to extend this invitation to last for a full three days.</p><p>If the money which the Challenge Committee has appropriated for your transportation, lodging, and food, is insufficient to cover you staying the full three days, there are other groups on campus which will raise the additional money needed.</p><p>If you were to decide to stay the extra two days, there are several organizations on campus and throughout the city, including my own, which would be more than willing to set up speaking engagements on any of the days that you will be here. In addition, there are several other school and community groups (Westminster College, West High School, to name some) that would like to have you speak to them. The local chapter of the NAACP meets at 8:00 p.m. on April 1 for their monthly meeting, also.</p><p>If it is possible financially and timewise for you to stay the extra day or two, would you please send us a reply as soon as possible? Once again, the dates that we would like you are April 1, 2, and 3, or April 2, 3, and 4.</p><p>Sincerely yours,</p><p>[signed]</p><p>Grover Thompson<br/>President, SOUL</p><p>gt:jw</p>                       <p><u>Air Special</u></p><p>Dear ----:</p><p>Excuse my lateness in replying. I<br/>would have to choose April 1, 2nd + 3rd as<br/>the dates I could be in Utah, with the<br/>understanding between me, your group and the<br/>Challenge Committee, that I would arrive on <br/>March 31 and be able to leave on the <br/>morning of the 4th.</p><p>Secondly, the arrangement that I have with<br/>the Challenge Committee with reference to hotel<br/>or motel accomodations as opposed to on-campus<br/>housing.</p><p>Thirdly, I should like to have it understood<br/>that while I can speak 2 or more times<br/>a day, I can't give a brand-new speech<br/>each time, and will more than likely repeat<br/>myself on each occasion.</p><p>Finally, in order to adopt a schedule as<br/>grueling as the one you propose, I would have<br/>to have some financial renumeration above that<br/>offered by the Challange Committee.</p><p>Sincerely</p><p>cc to: John Kinkham<br/>Challenge Committee<br/>318 Union Bldg.<br/>Univ of Utah<br/>Salt Lake City<br/>Utah, 84112</p><p>Thanks to FromThePage transcription contributors: Severian Gardi Carlos Perez esh999</p>"
PJB 1291,"<p><span class=""depth3"" depth=""3"" title=""ATLANTA PUBLIC SCHOOLS  1625 MOZLEY DRIVE, S.W.  ATLANTA, GA. 30314"">ATLANTA PUBLIC SCHOOLS  1625 MOZLEY DRIVE, S.W.  ATLANTA, GA. 30314</span></p><p>[Seal in top left hand corner] Inner circle: [image:] a black eagle  1973 Outer circle: RESURGENS  ATLANTA PUBLIC SCHOOLS<br/>OFFICE OF AREA 1  TELEPHONE 753-4171</p><p>August 22, 1967</p><p>The Honorable Julian Bond<br/>The House of Representatives<br/>Atlanta, Georgia</p><p>My dear Sir:</p><p>Permission is being granted for your daughter, Phyllis Jane Bond to attend Oglethorpe School.</p><p>Please fill out the enclosed Application for School Assignment Form and return it to our office to be processed.</p><p>Sincerely yours,<br/>[signed] H. A. Bowen<br/>Hillard A. Bowen<br/>Area Superintendent</p><p>HAB:bw</p>                       <p>Dear Dr. Bowen:</p><p>I just wanted to srop a quick note to say that the form di<sup>d </sup> arrive.</p><p>My daughter is now at Oglethorpe and enjoying it very much.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez Sarah Ahmad</p>"
PJB 1451,"<p>523 - W. 44th St.<br/>Savannah, Ga.<br/>31405</p><p>The Honorable Julian Bond<br/>State House Representative<br/>Atlanta, Georgia</p><p>Dear Representative Bond,</p><p>Please find enclosed<br/>$60.00 for compensation of the<br/>wonderful address delivered<br/>at our NCCP State Con-<br/>vention in Brunswick, Georgia<br/>on October 18, 1967.</p><p>Thank you very much for your<br/>service. We shall look<br/>forward to the opportunity of<br/>listening to you again.</p><p>Your truly,<br/>Studgeon, Itahmus<br/>NAACP Pres</p>                       <p>Ithamus Sudgeon<br/>523 W 44th St<br/>Savannah, Ga</p><p>Dear Sir:</p><p>Thank you very<br/>much for your note<br/>and the check.</p><p>I hope you will<br/>call upon me in <br/>the future.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Severian Gardi Carlos Perez</p>"
PJB 1268,"<p><span class=""depth3"" depth=""3"" title=""CITY OF ATLANTA"">CITY OF ATLANTA</span><br/><span class=""depth3"" depth=""3"" title=""IVAN ALLEN, JR. MAYOR"">IVAN ALLEN, JR. MAYOR</span></p><p>June 9, 1967</p><p>Rep. Julian Bond <br/>823 Drummond Street, S. W.<br/>Atlanta, Georgia  30314</p><p>Dear Julian:</p><p>Thank you very much for your letter regarding the new park at Fair Street and Northside Drive.</p><p>I appreciate your suggestion and I am taking this matter up with Mr. Jack Delius of the Parks Deparment to see what can be done about it. I will keep you advised.</p><p>Sincerely<br/>[signed] Ivan<br/>Ivan Allen, Jr.<br/>Mayor</p><p>IAJr:eo</p><p>CC: Mr. Jack Delius</p>                       <p>Dear Mr. Mayor:</p><p>Just a quick note to ask if anything has been done about extending the ""water time"" in Fair Street-Northside Drive Park?</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: Princess1 Sarah Ahmad</p>"
